Date,Hour,Gen_Agus1_Unit1_MW,Gen_Agus1_Unit2_MW,Gen_Agus2_Unit1_MW,Gen_Agus2_Unit2_MW,Gen_Agus2_Unit3_MW,Gen_Agus4_Unit1_MW,Gen_Agus4_Unit2_MW,Gen_Agus4_Unit3_MW,Gen_Agus5_Unit1_MW,Gen_Agus5_Unit2_MW,Gen_Agus6_Unit1_MW,Gen_Agus6_Unit2_MW,Gen_Agus6_Unit3_MW,Gen_Agus6_Unit4_MW,Gen_Agus6_Unit5_MW,Gen_Agus7_Unit1_MW,Gen_Agus7_Unit2_MW,Total_Gen_Agus1_MW,Total_Gen_Agus2_MW,Total_Gen_Agus4_MW,Total_Gen_Agus5_MW,Total_Gen_Agus6_MW,Total_Gen_Agus7_MW,Total_Cascade_Generation_MW
2025-07-01,00:00,30.660951472586287,29.598412013825882,40.2588609705938,38.64860125732751,51.06413777207867,47.609800501297165,45.16307755732356,48.16022194093672,21.674670773017606,21.482251836788453,34.5,0.0,47.416147152486786,28.321941349567997,48.08441149794521,21.087887869993438,20.840462130006564,60.25936348641217,129.9716,140.93309999955744,43.15692260980606,158.3225,41.92835,574.5718360957757
2025-07-01,1:00,30.365566889697043,29.430408272597468,40.33240941262922,38.126445663423645,51.51274492394714,47.56745501792663,45.31066754042637,48.25406845204171,21.198267652980874,21.17423965216439,34.5,0.0,44.87902252362228,26.66202747637768,50.0,21.226533101578163,20.915991898421844,59.79597516229451,129.9716,141.1321910103947,42.37250730514526,156.04104999999996,42.142525000000006,571.4558484778344
2025-07-01,2:00,30.81718967355396,29.89406112980854,40.474053292888726,37.8199506328184,51.67759607429286,47.541033840728204,45.3814499425169,48.297071430556485,21.31913350879304,21.38141612470992,34.5,0.0,46.91721250332506,26.110412496674922,50.0,22.275197945134178,21.90691455486583,60.7112508033625,129.97159999999997,141.21955521380158,42.70054963350296,157.52762499999997,44.1821125,576.312693150667
2025-07-01,3:00,30.558441385567487,29.661959857391196,40.53966881175823,37.68909958966154,51.74283159858019,47.57722503663441,45.46433308241247,48.37136997404232,21.458349491300808,21.5620614350412,34.5,0.0,47.61289949852956,25.754613001470418,50.0,22.880911261567476,22.496394988432527,60.22040124295869,129.97159999999997,141.4129280930892,43.02041092634201,157.86751249999998,45.377306250000004,577.8701590123899
2025-07-01,4:00,30.710488544781324,29.785753142392657,40.577265229726116,37.60768300104471,51.786651769229124,47.58472974008171,45.49516742316315,48.392662103453546,21.56476315069478,21.694299692031926,34.5,0.0,48.31246961784987,25.01253663215014,50.0,23.236423507071112,22.83347961792889,60.49624168717398,129.97159999999997,141.4725592666984,43.259062842726706,157.82500625,46.069903125,579.094373171599
2025-07-01,5:00,30.313092736798218,29.46062076300546,40.48299959464392,37.62379444748177,51.864805957874275,47.57052337820553,45.49750017708251,48.391070464403654,21.463814079700676,21.59358216947439,34.5,0.0,48.70607997557301,24.29267314942698,50.0,22.703542571491028,22.307658991008978,59.77371349980368,129.97159999999997,141.4590940196917,43.05739624917507,157.498753125,45.011201562500005,576.7717584561705
2025-07-01,6:00,30.27920110088346,29.427436790452163,40.392423888415806,37.635506490936834,51.94366962064733,47.583809009863685,45.522139176970924,48.415547247816214,20.743806895270414,20.809552331314016,34.5,0.0,49.378976877376815,23.81494968512317,50.0,20.47483450017041,20.11161628107959,59.70663789133562,129.97159999999997,141.52149543465083,41.55335922658443,157.6939265625,40.58645078125,571.0334698963209
2025-07-01,7:00,30.390259793006717,29.531085684116686,40.328251513091615,37.65644011242598,51.986908374482354,47.59731525022811,45.543339861815774,48.43603696652422,21.293047032188944,21.338694805670205,34.5,0.0,50.0,23.85657506408953,49.674938217160495,20.158743395020092,19.825331995604913,59.9213454771234,129.97159999999997,141.5766920785681,42.63174183785915,158.03151328125003,39.98407539062501,572.1169680654256
2025-07-01,8:00,30.337395715889706,29.503526434987926,40.310906142864674,37.641476430666295,52.01921742646899,47.6366669054835,45.56919502987426,48.471605084355225,21.600010714229686,21.57535069674577,34.5,0.0,48.126951204938564,25.180055435686416,50.0,21.55728001234058,21.075557682971926,59.84092215087763,129.97159999999997,141.677467019713,43.175361410975455,157.807006640625,42.6328376953125,575.1051949175035
2025-07-01,9:00,30.221308125637467,29.417295777742254,40.30634245574818,37.62763226357112,52.03762528068067,47.712876872319235,45.62940653762703,48.53850566562661,21.41310774797144,21.363103857696625,34.5,0.0,48.03411818653069,25.131485133781805,50.0,22.184579392463206,21.688939455193044,59.63860390337972,129.97159999999997,141.88078907557286,42.77621160566807,157.6656033203125,43.87351884765625,575.8063267525893
2025-07-01,10:00,30.192132139934074,29.39694031448534,40.30594173893524,37.6256360440225,52.040022217042235,47.774815933208764,45.685316938518795,48.59322614556847,21.36487773257095,21.294118478123362,34.5,0.0,48.07521476631519,25.15298689384103,50.0,22.5241111200988,21.887248303729326,59.589072454419416,129.97159999999997,142.05335901729603,42.65899621069431,157.72820166015623,44.41135942382813,576.412588766394
2025-07-01,11:00,30.319707614613073,29.547639257319943,40.310651769907174,37.631309398436485,52.02963883165631,47.8314973981704,45.73730711303886,48.63819227210381,21.33820773282518,21.26695333174,34.5,0.0,48.2374712351884,25.23787959488973,50.0,22.58996573902358,21.860713972890487,59.867346871933016,129.97159999999997,142.20699678331306,42.60516106456518,157.97535083007813,44.45067971191406,577.0771352618034
2025-07-01,12:00,30.33744247004985,29.55478817443136,40.321738146779595,37.616174326801634,52.033687526418746,47.88945130093882,45.7874902800849,48.68369296830635,21.364932935026307,21.289275092992163,34.5,0.0,46.53126115796824,24.34518925707083,50.0,21.693114737217783,20.97472511873924,59.89223064448121,129.97159999999997,142.3606345493301,42.65420802801847,155.37645041503907,42.66783985595703,572.9229634928258
2025-07-01,13:00,30.142625155810915,29.366772548302592,40.32218945504149,37.61024827721019,52.03916226774828,47.93082344145335,45.83550575471018,48.73114973031026,21.231368256545064,21.15983302470446,34.5,0.0,47.34541833217028,24.77115687534924,50.0,21.834389516361984,21.053680411616526,59.50939770411351,129.97159999999997,142.49747892647378,42.39120128124952,156.61657520751953,42.888069927978506,573.8743230473349
